Time,Currency,Event,Forecast,Actual,Previous
13/12/2023 09:00,GBP,Industrial Production m/m,-0.1%,-0.8%,0.0%
13/12/2023 09:00,GBP,Manufacturing Production m/m,0.0%,-1.1%,0.1%
13/12/2023 10:00,CHF,SECO Economic Forecasts,unknown,unknown,unknown
13/12/2023 11:00,EUR,Italian Quarterly Unemployment Rate,7.6%,7.6%,7.7%
13/12/2023 11:01,CNY,New Loans,1300B,1090B,738B
13/12/2023 11:01,CNY,M2 Money Supply y/y,10.0%,10.0%,10.3%
13/12/2023 12:00,EUR,Industrial Production m/m,-0.3%,-0.7%,-1.0%
13/12/2023 12:03,GBP,30-y Bond Auction,unknown,4.43|2.7,4.66|2.3
13/12/2023 14:50,GBP,NIESR GDP Estimate,unknown,-0.1%,0.0%
13/12/2023 15:30,USD,Core PPI m/m,0.2%,0.0%,0.0%
13/12/2023 15:30,USD,PPI m/m,0.0%,0.0%,-0.4%
13/12/2023 16:30,GBP,CB Leading Index m/m,unknown,-0.5%,-0.4%
13/12/2023 17:30,USD,Crude Oil Inventories,-1.9M,-4.3M,-4.6M
13/12/2023 21:00,USD,Federal Funds Rate,5.50%,5.50%,5.50%
13/12/2023 21:00,USD,FOMC Economic Projections,unknown,unknown,unknown
13/12/2023 21:00,USD,FOMC Statement,unknown,unknown,unknown
13/12/2023 21:30,USD,FOMC Press Conference,unknown,unknown,unknown
13/12/2023 23:45,NZD,GDP q/q,0.2%,-0.3%,0.5%
14/12/2023 01:50,JPY,Core Machinery Orders m/m,-0.4%,0.7%,1.4%
14/12/2023 02:00,AUD,MI Inflation Expectations,unknown,4.5%,4.9%
14/12/2023 02:01,GBP,RICS House Price Balance,-57%,-43%,-61%
14/12/2023 02:30,AUD,Employment Change,10.6K,61.5K,42.7K
14/12/2023 02:30,AUD,Unemployment Rate,3.8%,3.9%,3.8%
14/12/2023 06:30,JPY,Revised Industrial Production m/m,1.0%,1.3%,1.0%
14/12/2023 09:30,CHF,PPI m/m,0.1%,-0.9%,0.2%
14/12/2023 10:30,CHF,SNB Monetary Policy Assessment,unknown,unknown,unknown
14/12/2023 10:30,CHF,SNB Policy Rate,1.75%,1.75%,1.75%
14/12/2023 11:00,CHF,SNB Press Conference,unknown,unknown,unknown
14/12/2023 14:00,GBP,Monetary Policy Summary,unknown,unknown,unknown
14/12/2023 14:00,GBP,MPC Official Bank Rate Votes,2-0-7,3-0-6,3-0-6
14/12/2023 14:00,GBP,Official Bank Rate,5.25%,5.25%,5.25%
14/12/2023 14:00,GBP,BOE Inflation Letter,unknown,unknown,unknown
14/12/2023 15:00,GBP,BOE Gov Bailey Speaks,unknown,unknown,unknown
14/12/2023 15:15,EUR,Main Refinancing Rate,4.50%,4.50%,4.50%
14/12/2023 15:15,EUR,Monetary Policy Statement,unknown,unknown,unknown
14/12/2023 15:30,CAD,Manufacturing Sales m/m,-2.1%,-2.8%,0.7%
14/12/2023 15:30,USD,Core Retail Sales m/m,-0.1%,0.2%,0.0%
14/12/2023 15:30,USD,Retail Sales m/m,-0.1%,0.3%,-0.2%
14/12/2023 15:30,USD,Unemployment Claims,219K,202K,221K
14/12/2023 15:30,USD,Import Prices m/m,-0.7%,-0.4%,-0.6%
14/12/2023 15:45,EUR,ECB Press Conference,unknown,unknown,unknown
14/12/2023 17:00,USD,Business Inventories m/m,0.0%,-0.1%,0.2%
14/12/2023 17:30,USD,Natural Gas Storage,-60B,-55B,-117B
14/12/2023 23:30,NZD,BusinessNZ Manufacturing Index,unknown,46.7,42.9
15/12/2023 00:00,AUD,Flash Manufacturing PMI,unknown,47.8,47.7
15/12/2023 00:00,AUD,Flash Services PMI,unknown,47.6,46.0
15/12/2023 02:01,GBP,GfK Consumer Confidence,-23,-22,-24
15/12/2023 02:30,JPY,Flash Manufacturing PMI,48.2,47.7,48.3
15/12/2023 03:30,CNY,New Home Prices m/m,unknown,-0.37%,-0.38%
15/12/2023 04:00,CNY,Industrial Production y/y,5.7%,6.6%,4.6%
15/12/2023 04:00,CNY,Retail Sales y/y,12.6%,10.1%,7.6%
15/12/2023 04:00,CNY,Fixed Asset Investment ytd/y,3.0%,2.9%,2.9%
15/12/2023 04:00,CNY,NBS Press Conference,unknown,unknown,unknown
15/12/2023 04:00,CNY,Unemployment Rate,5.0%,5.0%,5.0%
15/12/2023 06:30,JPY,Tertiary Industry Activity m/m,0.2%,-0.8%,-1.2%
15/12/2023 09:45,EUR,French Final CPI m/m,-0.2%,-0.2%,-0.2%
15/12/2023 10:15,EUR,French Flash Manufacturing PMI,43.3,42.0,42.9
15/12/2023 10:15,EUR,French Flash Services PMI,46.1,44.3,45.4
15/12/2023 10:30,EUR,German Flash Manufacturing PMI,43.1,43.1,42.6
15/12/2023 10:30,EUR,German Flash Services PMI,49.9,48.4,49.6
15/12/2023 11:00,EUR,Flash Manufacturing PMI,44.5,44.2,44.2
15/12/2023 11:00,EUR,Flash Services PMI,49.0,48.1,48.7
15/12/2023 11:30,GBP,Flash Manufacturing PMI,47.6,46.4,47.2
15/12/2023 11:30,GBP,Flash Services PMI,51.0,52.7,50.9
15/12/2023 12:00,EUR,Trade Balance,10.3B,10.9B,8.7B
15/12/2023 12:00,EUR,Italian Trade Balance,3.45B,4.70B,2.39B
15/12/2023 12:00,GBP,MPC Member Ramsden Speaks,unknown,unknown,unknown
15/12/2023 15:15,CAD,Housing Starts,262K,213K,272K
15/12/2023 15:30,CAD,Foreign Securities Purchases,-3.98B,-15.75B,-15.06B
15/12/2023 15:30,CAD,Wholesale Sales m/m,-1.1%,-0.5%,-0.6%
15/12/2023 15:30,USD,Empire State Manufacturing Index,2.0,-14.5,9.1
15/12/2023 16:15,USD,Industrial Production m/m,0.3%,0.2%,-0.9%
15/12/2023 16:15,USD,Capacity Utilization Rate,79.1%,78.8%,78.7%
15/12/2023 16:45,USD,Flash Manufacturing PMI,49.5,48.2,49.4
15/12/2023 16:45,USD,Flash Services PMI,50.7,51.3,50.8
15/12/2023 07:25,CAD,BOC Gov Macklem Speaks,unknown,unknown,unknown
17/12/2023 16:25,NZD,Westpac Consumer Sentiment,unknown,88.9,80.2
17/12/2023 23:30,NZD,BusinessNZ Services Index,unknown,51.2,49.2
18/12/2023 11:00,EUR,German ifo Business Climate,87.6,86.4,87.2
18/12/2023 12:30,GBP,MPC Member Broadbent Speaks,unknown,unknown,unknown
18/12/2023 13:00,EUR,German Buba Monthly Report,unknown,unknown,unknown
18/12/2023 15:30,CAD,NHPI m/m,0.1%,-0.2%,0.0%
18/12/2023 17:00,USD,NAHB Housing Market Index,36,37,34
18/12/2023 23:45,NZD,Trade Balance,-1200M,-1234M,-1730M
19/12/2023 02:00,NZD,ANZ Business Confidence,unknown,33.2,30.8
19/12/2023 02:30,AUD,Monetary Policy Meeting Minutes,unknown,unknown,unknown
19/12/2023 04:49,JPY,Monetary Policy Statement,unknown,unknown,unknown
19/12/2023 04:49,JPY,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
19/12/2023 08:30,JPY,BOJ Press Conference,unknown,unknown,unknown
19/12/2023 09:00,CHF,Trade Balance,3.50B,3.71B,4.71B
19/12/2023 12:00,EUR,Final Core CPI y/y,3.6%,3.6%,3.6%
19/12/2023 12:00,EUR,Final CPI y/y,2.4%,2.4%,2.4%
19/12/2023 12:03,GBP,10-y Bond Auction,unknown,3.74|2.8,4.09|2.7
19/12/2023 13:00,GBP,CBI Industrial Order Expectations,-28,-23,-35
19/12/2023 15:00,GBP,MPC Member Breeden Speaks,unknown,unknown,unknown
19/12/2023 15:30,CAD,CPI m/m,-0.1%,0.1%,0.1%
19/12/2023 15:30,CAD,Median CPI y/y,3.3%,3.4%,3.4%
19/12/2023 15:30,CAD,Trimmed CPI y/y,3.4%,3.5%,3.5%
19/12/2023 15:30,CAD,Common CPI y/y,4.0%,3.9%,4.2%
19/12/2023 15:30,CAD,IPPI m/m,-0.7%,-0.4%,-0.9%
19/12/2023 15:30,CAD,RMPI m/m,-3.5%,-4.2%,-2.6%
19/12/2023 15:30,USD,Building Permits,1.47M,1.46M,1.50M
19/12/2023 15:30,USD,Housing Starts,1.36M,1.56M,1.36M
19/12/2023 15:32,CAD,Core CPI m/m,unknown,0.1%,0.3%
19/12/2023 16:30,USD,FOMC Member Barkin Speaks,unknown,unknown,unknown
19/12/2023 16:52,NZD,GDT Price Index,unknown,2.3%,1.6%
19/12/2023 07:30,USD,FOMC Member Bostic Speaks,unknown,unknown,unknown
19/12/2023 21:00,NZD,RBNZ Gov Orr Speaks,unknown,unknown,unknown
19/12/2023 23:00,USD,TIC Long-Term Purchases,37.8B,3.3B,0.9B
20/12/2023 01:00,USD,FOMC Member Goolsbee Speaks,unknown,unknown,unknown
20/12/2023 01:30,AUD,MI Leading Index m/m,unknown,0.1%,0.0%
20/12/2023 01:50,JPY,Trade Balance,-0.76T,-0.41T,-0.50T
20/12/2023 03:15,CNY,1-y Loan Prime Rate,3.45%,3.45%,3.45%
20/12/2023 03:15,CNY,5-y Loan Prime Rate,4.20%,4.20%,4.20%
20/12/2023 09:00,EUR,German GfK Consumer Climate,-26.9,-25.1,-27.6
20/12/2023 09:00,EUR,German PPI m/m,-0.3%,-0.5%,-0.1%
20/12/2023 09:00,GBP,CPI y/y,4.3%,3.9%,4.6%
20/12/2023 09:00,GBP,Core CPI y/y,5.6%,5.1%,5.7%
20/12/2023 09:00,GBP,PPI Input m/m,-0.6%,-0.3%,0.5%
20/12/2023 09:00,GBP,PPI Output m/m,-0.1%,-0.1%,0.3%
20/12/2023 09:00,GBP,RPI y/y,5.6%,5.3%,6.1%
20/12/2023 11:00,EUR,Current Account,27.0B,33.8B,31.2B
20/12/2023 11:30,GBP,HPI y/y,0.0%,-1.2%,-0.6%
20/12/2023 15:30,USD,Current Account,-197B,-200B,-217B
20/12/2023 16:00,CHF,SNB Quarterly Bulletin,unknown,unknown,unknown
20/12/2023 16:00,CNY,CB Leading Index m/m,unknown,-0.3%,-0.2%
20/12/2023 17:00,EUR,Consumer Confidence,-16,-15,-17
20/12/2023 17:00,USD,CB Consumer Confidence,104.6,110.7,101.0
20/12/2023 17:00,USD,Existing Home Sales,3.77M,3.82M,3.79M
20/12/2023 17:30,USD,Crude Oil Inventories,-2.3M,2.9M,-4.3M
20/12/2023 07:00,USD,FOMC Member Goolsbee Speaks,unknown,unknown,unknown
20/12/2023 20:30,CAD,BOC Summary of Deliberations,unknown,unknown,unknown
21/12/2023 04:04,NZD,Credit Card Spending y/y,unknown,3.3%,-2.8%
21/12/2023 09:00,GBP,Public Sector Net Borrowing,12.8B,13.4B,15.1B
21/12/2023 10:42,CNY,Foreign Direct Investment ytd/y,unknown,-10.0%,-9.4%
21/12/2023 13:00,GBP,CBI Realized Sales,-13,-32,-11
21/12/2023 15:30,CAD,Core Retail Sales m/m,0.5%,0.6%,0.1%
21/12/2023 15:30,CAD,Retail Sales m/m,0.8%,0.7%,0.5%
21/12/2023 15:30,USD,Final GDP q/q,5.2%,4.9%,5.2%
21/12/2023 15:30,USD,Unemployment Claims,214K,205K,203K
21/12/2023 15:30,USD,Final GDP Price Index q/q,3.6%,3.3%,3.6%
21/12/2023 15:30,USD,Philly Fed Manufacturing Index,-3.3,-10.5,-5.9
21/12/2023 17:00,USD,CB Leading Index m/m,-0.5%,-0.5%,-1.0%
21/12/2023 17:30,USD,Natural Gas Storage,-82B,-87B,-55B
22/12/2023 01:30,JPY,National Core CPI y/y,2.5%,2.5%,2.9%
22/12/2023 01:50,JPY,Monetary Policy Meeting Minutes,unknown,unknown,unknown
22/12/2023 02:30,AUD,Private Sector Credit m/m,0.4%,0.4%,0.3%
22/12/2023 09:00,EUR,German Import Prices m/m,-0.4%,-0.1%,0.3%
22/12/2023 09:00,GBP,Retail Sales m/m,0.4%,1.3%,0.0%
22/12/2023 09:00,GBP,Current Account,-13.1B,-17.2B,-24.0B
22/12/2023 09:00,GBP,Final GDP q/q,0.0%,-0.1%,0.0%
22/12/2023 09:00,GBP,Revised Business Investment q/q,-4.2%,-3.2%,-4.2%
22/12/2023 15:30,CAD,GDP m/m,0.2%,0.0%,0.0%
22/12/2023 15:30,USD,Core PCE Price Index m/m,0.2%,0.1%,0.1%
22/12/2023 15:30,USD,Core Durable Goods Orders m/m,0.1%,0.5%,-0.3%
22/12/2023 15:30,USD,Durable Goods Orders m/m,2.4%,5.4%,-5.1%
22/12/2023 15:30,USD,Personal Income m/m,0.4%,0.4%,0.3%
22/12/2023 15:30,USD,Personal Spending m/m,0.3%,0.2%,0.1%
22/12/2023 15:59,EUR,Belgian NBB Business Climate,-14.6,-12.7,-15.0
22/12/2023 17:00,USD,Revised UoM Consumer Sentiment,69.4,69.7,69.4
22/12/2023 17:00,USD,New Home Sales,689K,590K,672K
22/12/2023 17:00,USD,Revised UoM Inflation Expectations,unknown,3.1%,3.1%
22/12/2023 17:30,AUD,CB Leading Index m/m,unknown,-0.3%,-0.6%
24/12/2023 00:00,NZD,Bank Holiday,unknown,unknown,unknown
24/12/2023 00:00,AUD,Bank Holiday,unknown,unknown,unknown
25/12/2023 06:00,JPY,BOJ Gov Ueda Speaks,unknown,unknown,unknown
25/12/2023 00:00,CHF,Bank Holiday,unknown,unknown,unknown
25/12/2023 00:00,EUR,French Bank Holiday,unknown,unknown,unknown
25/12/2023 00:00,EUR,German Bank Holiday,unknown,unknown,unknown
25/12/2023 00:00,EUR,Italian Bank Holiday,unknown,unknown,unknown
25/12/2023 00:00,GBP,Bank Holiday,unknown,unknown,unknown
25/12/2023 00:00,CAD,Bank Holiday,unknown,unknown,unknown
25/12/2023 00:00,USD,Bank Holiday,unknown,unknown,unknown
25/12/2023 00:00,NZD,Bank Holiday,unknown,unknown,unknown
25/12/2023 00:00,AUD,Bank Holiday,unknown,unknown,unknown
26/12/2023 01:30,JPY,Unemployment Rate,2.5%,2.5%,2.5%
26/12/2023 01:50,JPY,SPPI y/y,2.4%,2.3%,2.3%
26/12/2023 19:00,JPY,BOJ Core CPI y/y,3.0%,2.7%,3.0%
26/12/2023 00:00,CHF,Bank Holiday,unknown,unknown,unknown
26/12/2023 00:00,EUR,German Bank Holiday,unknown,unknown,unknown
26/12/2023 00:00,EUR,Italian Bank Holiday,unknown,unknown,unknown
26/12/2023 00:00,GBP,Bank Holiday,unknown,unknown,unknown
26/12/2023 00:00,CAD,Bank Holiday,unknown,unknown,unknown
26/12/2023 16:00,USD,HPI m/m,0.5%,0.3%,0.7%
26/12/2023 16:00,USD,S&P/CS Composite-20 HPI y/y,5.0%,4.9%,3.9%
27/12/2023 01:50,JPY,BOJ Summary of Opinions,unknown,unknown,unknown
27/12/2023 19:00,JPY,Housing Starts y/y,-4.2%,-8.5%,-6.3%
27/12/2023 11:00,CHF,UBS Economic Expectations,unknown,-23.7,-29.6
27/12/2023 16:59,USD,Richmond Manufacturing Index,-4,-11,-5
28/12/2023 01:50,JPY,Prelim Industrial Production m/m,-1.7%,-0.9%,1.3%
28/12/2023 01:50,JPY,Retail Sales y/y,5.1%,5.3%,4.1%
28/12/2023 15:30,USD,Unemployment Claims,211K,218K,206K
28/12/2023 15:30,USD,Goods Trade Balance,-88.6B,-90.3B,-89.6B
28/12/2023 15:30,USD,Prelim Wholesale Inventories m/m,-0.2%,-0.2%,-0.4%
28/12/2023 17:00,USD,Pending Home Sales m/m,0.8%,0.0%,-1.2%
28/12/2023 17:30,USD,Natural Gas Storage,-80B,-87B,-87B
28/12/2023 18:00,USD,Crude Oil Inventories,-2.7M,-7.1M,2.9M
29/12/2023 09:00,GBP,Nationwide HPI m/m,0.1%,0.0%,0.2%
29/12/2023 10:00,CHF,KOF Economic Barometer,96.9,97.8,97.2
29/12/2023 10:00,EUR,Spanish Flash CPI y/y,3.2%,3.1%,3.2%
29/12/2023 16:45,USD,Chicago PMI,50.1,46.9,55.8
31/12/2023 03:30,CNY,Manufacturing PMI,49.6,49.0,49.4
31/12/2023 03:30,CNY,Non-Manufacturing PMI,50.5,50.4,50.2
31/12/2023 00:00,NZD,Bank Holiday,unknown,unknown,unknown
31/12/2023 00:00,AUD,Bank Holiday,unknown,unknown,unknown
31/12/2023 00:00,JPY,Bank Holiday,unknown,unknown,unknown
31/12/2023 00:00,CNY,Bank Holiday,unknown,unknown,unknown
01/01/2024 00:00,CHF,Bank Holiday,unknown,unknown,unknown
01/01/2024 00:00,EUR,French Bank Holiday,unknown,unknown,unknown
01/01/2024 00:00,EUR,German Bank Holiday,unknown,unknown,unknown
01/01/2024 00:00,EUR,Italian Bank Holiday,unknown,unknown,unknown
01/01/2024 00:00,GBP,Bank Holiday,unknown,unknown,unknown
01/01/2024 00:00,CAD,Bank Holiday,unknown,unknown,unknown
01/01/2024 00:00,USD,Bank Holiday,unknown,unknown,unknown
01/01/2024 00:00,NZD,Bank Holiday,unknown,unknown,unknown
01/01/2024 00:00,JPY,Bank Holiday,unknown,unknown,unknown
02/01/2024 02:01,GBP,BRC Shop Price Index y/y,unknown,4.3%,4.3%
02/01/2024 03:45,CNY,Caixin Manufacturing PMI,50.4,50.8,50.7
02/01/2024 19:30,AUD,Commodity Prices y/y,unknown,-10.7%,-12.8%
02/01/2024 00:00,CHF,Bank Holiday,unknown,unknown,unknown
02/01/2024 10:15,EUR,Spanish Manufacturing PMI,46.3,46.2,46.3
02/01/2024 10:45,EUR,Italian Manufacturing PMI,44.3,45.3,44.4
02/01/2024 10:50,EUR,French Final Manufacturing PMI,42.0,42.1,42.0
02/01/2024 10:55,EUR,German Final Manufacturing PMI,43.1,43.3,43.1
02/01/2024 11:00,EUR,Final Manufacturing PMI,44.2,44.4,44.2
02/01/2024 11:00,EUR,M3 Money Supply y/y,-1.0%,-0.9%,-1.0%
02/01/2024 11:00,EUR,Private Loans y/y,0.8%,0.5%,0.6%
02/01/2024 11:30,GBP,Final Manufacturing PMI,46.4,46.2,46.4
02/01/2024 16:30,CAD,Manufacturing PMI,unknown,45.4,47.7
02/01/2024 16:45,USD,Final Manufacturing PMI,48.4,47.9,48.2
02/01/2024 16:51,NZD,GDT Price Index,unknown,1.2%,2.3%
02/01/2024 17:00,USD,Construction Spending m/m,0.6%,0.4%,1.2%
02/01/2024 00:00,JPY,Bank Holiday,unknown,unknown,unknown
03/01/2024 10:00,EUR,Spanish Unemployment Change,-15.7K,-27.4K,-24.6K
03/01/2024 10:30,CHF,Manufacturing PMI,43.0,43.0,42.1
03/01/2024 10:55,EUR,German Unemployment Change,20K,5K,21K
03/01/2024 15:30,USD,FOMC Member Barkin Speaks,unknown,unknown,unknown
03/01/2024 17:00,USD,ISM Manufacturing PMI,47.2,47.4,46.7
03/01/2024 17:00,USD,JOLTS Job Openings,8.84M,8.79M,8.85M
03/01/2024 17:00,USD,ISM Manufacturing Prices,49.5,45.2,49.9
03/01/2024 00:00,USD,Wards Total Vehicle Sales,15.5M,15.8M,15.3M
03/01/2024 21:00,USD,FOMC Meeting Minutes,unknown,unknown,unknown
04/01/2024 02:30,JPY,Final Manufacturing PMI,47.7,47.9,47.7
04/01/2024 03:45,CNY,Caixin Services PMI,51.6,52.9,51.5
04/01/2024 00:00,EUR,German Prelim CPI m/m,0.2%,0.1%,-0.4%
04/01/2024 09:45,EUR,French Prelim CPI m/m,0.2%,0.1%,-0.2%
04/01/2024 10:15,EUR,Spanish Services PMI,51.1,51.5,51.0
04/01/2024 10:45,EUR,Italian Services PMI,49.8,49.8,49.5
04/01/2024 10:50,EUR,French Final Services PMI,44.3,45.7,44.3
04/01/2024 10:55,EUR,German Final Services PMI,48.4,49.3,48.4
04/01/2024 11:00,EUR,Final Services PMI,48.1,48.8,48.1
04/01/2024 11:30,GBP,Final Services PMI,52.7,53.4,52.7
04/01/2024 11:30,GBP,M4 Money Supply m/m,0.2%,-0.1%,0.3%
04/01/2024 11:30,GBP,Mortgage Approvals,48K,50K,48K
04/01/2024 11:30,GBP,Net Lending to Individuals m/m,1.6B,2.0B,1.3B
04/01/2024 12:01,EUR,French 10-y Bond Auction,unknown,2.59|1.8,2.75|3.0
04/01/2024 14:30,USD,Challenger Job Cuts y/y,unknown,-20.2%,-40.8%
04/01/2024 15:15,USD,ADP Non-Farm Employment Change,120K,164K,101K
04/01/2024 15:30,USD,Unemployment Claims,217K,202K,220K
04/01/2024 16:45,USD,Final Services PMI,51.3,51.4,51.3
04/01/2024 17:30,USD,Natural Gas Storage,-33B,-14B,-87B
04/01/2024 18:00,USD,Crude Oil Inventories,-3.2M,-5.5M,-7.1M
05/01/2024 01:50,JPY,Monetary Base y/y,9.0%,7.8%,8.9%
05/01/2024 19:00,JPY,Consumer Confidence,36.4,37.2,36.1
05/01/2024 09:00,EUR,German Retail Sales m/m,-0.5%,-2.5%,1.3%
05/01/2024 09:00,GBP,Halifax HPI m/m,0.1%,1.1%,0.6%
05/01/2024 11:30,GBP,Construction PMI,46.1,46.8,45.5
05/01/2024 12:00,EUR,Core CPI Flash Estimate y/y,3.4%,3.4%,3.6%
05/01/2024 12:00,EUR,CPI Flash Estimate y/y,3.0%,2.9%,2.4%
05/01/2024 12:00,EUR,PPI m/m,-0.1%,-0.3%,0.3%
05/01/2024 12:00,EUR,Italian Prelim CPI m/m,0.2%,0.2%,-0.5%
05/01/2024 15:30,CAD,Employment Change,12.2K,0.1K,24.9K
05/01/2024 15:30,CAD,Unemployment Rate,5.9%,5.8%,5.8%
05/01/2024 15:30,USD,Average Hourly Earnings m/m,0.3%,0.4%,0.4%
05/01/2024 15:30,USD,Non-Farm Employment Change,168K,216K,173K
05/01/2024 15:30,USD,Unemployment Rate,3.8%,3.7%,3.7%
05/01/2024 17:00,CAD,Ivey PMI,55.0,56.3,54.7
05/01/2024 17:00,USD,ISM Services PMI,52.5,50.6,52.7
05/01/2024 17:00,USD,Factory Orders m/m,2.0%,2.6%,-3.4%
05/01/2024 20:30,USD,FOMC Member Barkin Speaks,unknown,unknown,unknown
07/01/2024 00:00,JPY,Bank Holiday,unknown,unknown,unknown
08/01/2024 09:00,EUR,German Factory Orders m/m,1.1%,0.3%,-3.8%
08/01/2024 09:00,EUR,German Trade Balance,17.9B,20.4B,17.7B
08/01/2024 09:30,CHF,CPI m/m,-0.1%,0.0%,-0.2%
08/01/2024 09:30,CHF,Retail Sales y/y,0.0%,0.7%,-0.3%
08/01/2024 11:30,EUR,Sentix Investor Confidence,-15.5,-15.8,-16.8
08/01/2024 12:00,EUR,Retail Sales m/m,-0.3%,-0.3%,0.4%
08/01/2024 07:30,USD,FOMC Member Bostic Speaks,unknown,unknown,unknown
08/01/2024 22:00,USD,Consumer Credit m/m,8.9B,23.8B,5.8B
09/01/2024 01:30,JPY,Tokyo Core CPI y/y,2.1%,2.1%,2.3%
09/01/2024 01:30,JPY,Household Spending y/y,-2.2%,-2.9%,-2.5%
09/01/2024 02:01,GBP,BRC Retail Sales Monitor y/y,2.3%,1.9%,2.6%
09/01/2024 02:30,AUD,Retail Sales m/m,1.2%,2.0%,-0.4%
09/01/2024 02:30,AUD,Building Approvals m/m,-1.9%,1.6%,7.2%
09/01/2024 08:45,CHF,Unemployment Rate,2.2%,2.2%,2.1%
09/01/2024 09:00,EUR,German Industrial Production m/m,0.4%,-0.7%,-0.3%
09/01/2024 09:45,EUR,French Trade Balance,-7.9B,-5.9B,-8.5B
09/01/2024 10:00,CHF,Foreign Currency Reserves,unknown,654B,642B
09/01/2024 11:00,EUR,Italian Monthly Unemployment Rate,7.8%,7.5%,7.7%
09/01/2024 12:00,EUR,Unemployment Rate,6.5%,6.4%,6.5%
09/01/2024 13:00,USD,NFIB Small Business Index,90.7,91.9,90.6
09/01/2024 15:30,CAD,Building Permits m/m,-1.5%,-3.9%,3.0%
09/01/2024 15:30,CAD,Trade Balance,2.0B,1.6B,3.2B
09/01/2024 15:30,USD,Trade Balance,-64.9B,-63.2B,-64.5B
09/01/2024 17:02,USD,RCM/TIPP Economic Optimism,42.0,44.7,40.0
09/01/2024 07:00,USD,FOMC Member Barr Speaks,unknown,unknown,unknown
10/01/2024 01:30,JPY,Average Cash Earnings y/y,1.5%,0.2%,1.5%
10/01/2024 02:00,NZD,ANZ Commodity Prices m/m,unknown,2.4%,-1.2%
10/01/2024 02:30,AUD,CPI y/y,4.4%,4.3%,4.9%
10/01/2024 05:35,JPY,10-y Bond Auction,unknown,0.60|2.9,0.70|2.8
10/01/2024 09:45,EUR,French Industrial Production m/m,0.1%,0.5%,-0.3%
10/01/2024 11:00,EUR,Italian Retail Sales m/m,0.2%,0.4%,0.4%
10/01/2024 12:34,EUR,German 10-y Bond Auction,unknown,2.19|1.7,2.45|1.7
10/01/2024 16:15,GBP,BOE Gov Bailey Speaks,unknown,unknown,unknown
10/01/2024 17:00,USD,Final Wholesale Inventories m/m,-0.2%,-0.2%,-0.2%
10/01/2024 17:30,USD,Crude Oil Inventories,-0.2M,1.3M,-5.5M
10/01/2024 20:01,USD,10-y Bond Auction,unknown,4.02|2.6,4.30|2.5
10/01/2024 22:15,USD,FOMC Member Williams Speaks,unknown,unknown,unknown
10/01/2024 23:45,NZD,Building Consents m/m,unknown,-10.6%,8.5%
11/01/2024 02:30,AUD,Goods Trade Balance,7.50B,11.44B,7.66B
11/01/2024 19:00,JPY,Leading Indicators,107.9%,107.7%,108.9%
11/01/2024 11:00,EUR,ECB Economic Bulletin,unknown,unknown,unknown
11/01/2024 11:00,EUR,Italian Industrial Production m/m,-0.2%,-1.5%,-0.2%
11/01/2024 11:30,GBP,Housing Equity Withdrawal q/q,-20.4B,-21.8B,-23.5B
11/01/2024 15:30,USD,Core CPI m/m,0.3%,0.3%,0.3%
11/01/2024 15:30,USD,CPI m/m,0.2%,0.3%,0.1%
11/01/2024 15:30,USD,CPI y/y,3.2%,3.4%,3.1%
11/01/2024 15:30,USD,Unemployment Claims,209K,202K,203K
11/01/2024 17:30,USD,Natural Gas Storage,-121B,-140B,-14B
11/01/2024 20:01,USD,30-y Bond Auction,unknown,4.23|2.4,4.34|2.4
11/01/2024 21:00,USD,Federal Budget Balance,-66.2B,-129.4B,-314.0B
12/01/2024 01:50,JPY,Bank Lending y/y,2.7%,3.1%,2.8%
12/01/2024 01:50,JPY,Current Account,2.18T,1.89T,2.62T
12/01/2024 03:30,CNY,CPI y/y,-0.4%,-0.3%,-0.5%
12/01/2024 03:30,CNY,PPI y/y,-2.6%,-2.7%,-3.0%
12/01/2024 04:11,CNY,Trade Balance,520B,541B,491B
12/01/2024 04:12,CNY,USD-Denominated Trade Balance,76.2B,75.3B,68.4B
12/01/2024 05:35,JPY,30-y Bond Auction,unknown,1.63|3.0,1.62|2.6
12/01/2024 19:00,JPY,Economy Watchers Sentiment,49.9,50.7,49.5
12/01/2024 09:00,GBP,GDP m/m,0.2%,0.3%,-0.3%
12/01/2024 09:00,GBP,Construction Output m/m,0.2%,-0.2%,-0.4%
12/01/2024 09:00,GBP,Goods Trade Balance,-15.7B,-14.2B,-15.9B
12/01/2024 09:00,GBP,Index of Services 3m/3m,0.1%,0.0%,-0.1%
12/01/2024 09:00,GBP,Industrial Production m/m,0.3%,0.3%,-1.3%
12/01/2024 09:00,GBP,Manufacturing Production m/m,0.3%,0.4%,-1.2%
12/01/2024 09:45,EUR,French Consumer Spending m/m,-0.1%,0.7%,-0.9%
12/01/2024 09:45,EUR,French Final CPI m/m,0.1%,0.1%,0.1%
12/01/2024 11:36,CNY,New Loans,1360B,1170B,1090B
12/01/2024 11:36,CNY,M2 Money Supply y/y,10.1%,9.7%,10.0%
12/01/2024 14:35,GBP,NIESR GDP Estimate,unknown,0.0%,-0.2%
12/01/2024 15:30,USD,Core PPI m/m,0.2%,0.0%,0.0%
12/01/2024 15:30,USD,PPI m/m,0.1%,-0.1%,-0.1%
15/01/2024 01:50,JPY,M2 Money Stock y/y,2.2%,2.3%,2.3%
